Filing Date,Ticker,Company Name,Trade Type
05.05.2025,TSLA,"Tesla, Inc.",S - Sale+OE
08.05.2025,TSLA,"Tesla, Inc.",S - Sale+OE
13.05.2025,TSLA,"Tesla, Inc.",S - Sale+OE
20.05.2025,TSLA,"Tesla, Inc.",S - Sale+OE
29.05.2025,TSLA,"Tesla, Inc.",S - Sale+OE
08.11.2024,TXN,Texas Instruments Inc,S - Sale+OE
08.11.2024,TXN,Texas Instruments Inc,S - Sale
13.11.2024,TXN,Texas Instruments Inc,S - Sale+OE
26.11.2024,TXN,Texas Instruments Inc,S - Sale+OE
05.02.2025,TXN,Texas Instruments Inc,S - Sale
19.02.2025,TXN,Texas Instruments Inc,S - Sale
20.02.2025,TXN,Texas Instruments Inc,S - Sale+OE
25.02.2025,TXN,Texas Instruments Inc,S - Sale+OE
27.02.2025,TXN,Texas Instruments Inc,S - Sale+OE
03.03.2025,TXN,Texas Instruments Inc,S - Sale+OE
29.01.2025,VZ,Verizon Communications Inc,S - Sale
30.01.2025,VZ,Verizon Communications Inc,S - Sale
31.01.2025,VZ,Verizon Communications Inc,S - Sale
05.02.2025,VZ,Verizon Communications Inc,S - Sale
06.02.2025,VZ,Verizon Communications Inc,S - Sale
27.02.2025,VZ,Verizon Communications Inc,S - Sale
24.04.2025,VZ,Verizon Communications Inc,S - Sale
25.04.2025,VZ,Verizon Communications Inc,S - Sale+OE
01.05.2025,VZ,Verizon Communications Inc,S - Sale
08.05.2025,VZ,Verizon Communications Inc,S - Sale
09.05.2025,VZ,Verizon Communications Inc,S - Sale+OE
