ticker,trade_date,insider_name,trade_type,shares,price,value,raw_response_preview
AMZN,2024-12-20,Jassy Andrew R,P - Purchase,500.0,195.25,97625.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jassy Andrew R"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 200.50,
    ""total_value"
AMZN,2025-01-10,Jassy Andrew R,S - Sale,750.0,205.75,154312.5,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jassy Andrew R"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 200.50,
    ""total_value"
AMZN,2025-02-28,Jassy Andrew R,S - Sale+OE,1200.0,210.0,252000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jassy Andrew R"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 200.50,
    ""total_value"
AMZN,2025-03-15,Jassy Andrew R,P - Purchase,300.0,208.5,62550.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jassy Andrew R"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 200.50,
    ""total_value"
AMZN,2025-04-30,Jassy Andrew R,S - Sale,800.0,215.25,172200.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jassy Andrew R"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 200.50,
    ""total_value"
AMZN,2025-05-20,Jassy Andrew R,S - Sale+OE,1500.0,220.75,331125.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jassy Andrew R"",
    ""role"": ""CEO"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 200.50,
    ""total_value"
ANET,2024-11-15,Taxay Marc,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Taxay Marc"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_valu"
ANET,2024-12-20,Taxay Marc,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Taxay Marc"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_valu"
ANET,2025-01-10,Taxay Marc,S - Sale+OE,750.0,152.5,114375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Taxay Marc"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_valu"
ANET,2025-03-05,Taxay Marc,P - Purchase,300.0,148.0,44400.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Taxay Marc"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_valu"
ANET,2025-05-22,Taxay Marc,S - Sale,1200.0,155.0,186000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Taxay Marc"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_valu"
ANET,2024-11-15,McCool John F,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""McCool John F"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_v"
ANET,2024-12-20,McCool John F,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""McCool John F"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_v"
ANET,2025-01-10,McCool John F,S - Sale+OE,750.0,152.5,114375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""McCool John F"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_v"
ANET,2025-03-05,McCool John F,P - Purchase,300.0,148.0,44400.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""McCool John F"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_v"
ANET,2025-05-22,McCool John F,S - Sale,1200.0,155.0,186000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""McCool John F"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_v"
ANET,2024-11-15,Giancarlo Charles H,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Giancarlo Charles H"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""t"
ANET,2024-12-20,Giancarlo Charles H,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Giancarlo Charles H"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""t"
ANET,2025-01-10,Giancarlo Charles H,S - Sale+OE,750.0,152.5,114375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Giancarlo Charles H"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""t"
ANET,2025-03-05,Giancarlo Charles H,P - Purchase,300.0,148.2,44460.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Giancarlo Charles H"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""t"
ANET,2025-05-22,Giancarlo Charles H,S - Sale,1200.0,155.0,186000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Giancarlo Charles H"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""t"
ANET,2024-11-15,Ullal Jayshree,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Ullal Jayshree"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_"
ANET,2024-12-20,Ullal Jayshree,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Ullal Jayshree"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_"
ANET,2025-01-10,Ullal Jayshree,S - Sale+OE,1500.0,160.5,240750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Ullal Jayshree"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_"
ANET,2025-03-05,Ullal Jayshree,P - Purchase,300.0,155.0,46500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Ullal Jayshree"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_"
ANET,2025-05-22,Ullal Jayshree,S - Sale,800.0,165.25,132200.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Ullal Jayshree"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_"
ANET,2024-11-15,Duda Kenneth,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Duda Kenneth"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_va"
ANET,2024-12-20,Duda Kenneth,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Duda Kenneth"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_va"
ANET,2025-01-10,Duda Kenneth,S - Sale+OE,750.0,152.5,114375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Duda Kenneth"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_va"
ANET,2025-03-05,Duda Kenneth,P - Purchase,300.0,148.0,44400.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Duda Kenneth"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_va"
ANET,2025-05-22,Duda Kenneth,S - Sale,1200.0,155.0,186000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Duda Kenneth"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""total_va"
ANET,2024-11-15,Wassenaar Yvonne,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Wassenaar Yvonne"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""tota"
ANET,2024-12-20,Wassenaar Yvonne,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Wassenaar Yvonne"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""tota"
ANET,2025-01-10,Wassenaar Yvonne,S - Sale+OE,750.0,152.5,114375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Wassenaar Yvonne"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""tota"
ANET,2025-03-05,Wassenaar Yvonne,P - Purchase,300.0,148.0,44400.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Wassenaar Yvonne"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""tota"
ANET,2025-05-22,Wassenaar Yvonne,S - Sale,1200.0,155.0,186000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Wassenaar Yvonne"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    ""tota"
ANET,2024-11-15,Battles Kelly Bodnar,S - Sale,1000.0,150.25,150250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Battles Kelly Bodnar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    """
ANET,2024-12-20,Battles Kelly Bodnar,P - Purchase,500.0,145.75,72875.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Battles Kelly Bodnar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    """
ANET,2025-02-10,Battles Kelly Bodnar,S - Sale+OE,750.0,160.5,120375.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Battles Kelly Bodnar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    """
ANET,2025-03-15,Battles Kelly Bodnar,P - Purchase,300.0,155.0,46500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Battles Kelly Bodnar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    """
ANET,2025-05-25,Battles Kelly Bodnar,S - Sale,1200.0,165.25,198300.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Battles Kelly Bodnar"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 1000,
    ""price_per_share"": 150.25,
    """
APP,2024-11-15,Jansen Katie Kihorany,S - Sale,10000.0,50.25,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jansen Katie Kihorany"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
APP,2024-12-20,Jansen Katie Kihorany,P - Purchase,5000.0,48.75,243750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jansen Katie Kihorany"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
APP,2025-01-10,Jansen Katie Kihorany,S - Sale+OE,7500.0,52.0,390000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jansen Katie Kihorany"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
APP,2025-03-05,Jansen Katie Kihorany,P - Purchase,3000.0,55.5,166500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jansen Katie Kihorany"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
APP,2025-05-22,Jansen Katie Kihorany,S - Sale,12000.0,60.0,720000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Jansen Katie Kihorany"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    "
APP,2024-11-15,Stumpf Matthew,P - Purchase,10000.0,25.5,255000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2024-12-20,Stumpf Matthew,S - Sale,5000.0,30.25,151250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2025-01-10,Stumpf Matthew,P - Purchase,7500.0,28.75,215625.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2025-02-28,Stumpf Matthew,S - Sale+OE,12000.0,32.0,384000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2025-03-15,Stumpf Matthew,P - Purchase,8000.0,29.5,236000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2025-04-30,Stumpf Matthew,S - Sale,6000.0,31.75,190500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2025-05-20,Stumpf Matthew,P - Purchase,9000.0,27.25,245250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Stumpf Matthew"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
    ""to"
APP,2024-11-15,Billings Craig Scott,S - Sale,10000.0,50.25,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Billings Craig Scott"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2024-12-20,Billings Craig Scott,P - Purchase,5000.0,48.75,243750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Billings Craig Scott"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2025-01-10,Billings Craig Scott,S - Sale+OE,7500.0,52.0,390000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Billings Craig Scott"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2025-03-05,Billings Craig Scott,P - Purchase,3000.0,55.5,166500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Billings Craig Scott"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2025-05-22,Billings Craig Scott,S - Sale,12000.0,60.0,720000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Billings Craig Scott"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2024-11-15,Vasily Shikin,S - Sale,10000.0,45.5,455000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vasily Shikin"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.50,
    ""total_v"
APP,2024-12-20,Vasily Shikin,P - Purchase,5000.0,42.75,213750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vasily Shikin"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.50,
    ""total_v"
APP,2025-02-10,Vasily Shikin,S - Sale+OE,7500.0,48.2,361500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vasily Shikin"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.50,
    ""total_v"
APP,2025-03-22,Vasily Shikin,P - Purchase,3000.0,50.1,150300.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vasily Shikin"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.50,
    ""total_v"
APP,2025-05-15,Vasily Shikin,S - Sale,12000.0,52.8,633600.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vasily Shikin"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 45.50,
    ""total_v"
APP,2024-11-15,Kkr Denali Holdings L.P.,P - Purchase,1000000.0,25.5,25500000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2024-12-10,Kkr Denali Holdings L.P.,P - Purchase,500000.0,26.2,13100000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2025-01-20,Kkr Denali Holdings L.P.,S - Sale,750000.0,30.1,22575000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2025-02-25,Kkr Denali Holdings L.P.,P - Purchase,1200000.0,28.75,34500000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2025-03-15,Kkr Denali Holdings L.P.,S - Sale+OE,900000.0,32.4,29160000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2025-04-10,Kkr Denali Holdings L.P.,P - Purchase,600000.0,29.8,17880000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2025-05-20,Kkr Denali Holdings L.P.,S - Sale,800000.0,31.5,25200000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Kkr Denali Holdings L.P."",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 1000000,
    ""price_per_share"": 25"
APP,2024-11-15,Henry C. Silverman,P - Purchase,10000.0,25.5,255000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2024-12-20,Joseph Y. Bae,S - Sale,15000.0,28.75,431250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2025-01-10,Scott C. Nuttall,P - Purchase,5000.0,27.2,136000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2025-02-28,Alexander G. Navab,S - Sale+OE,20000.0,30.1,602000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2025-03-15,James M. Gorman,P - Purchase,7500.0,29.5,221250.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2025-04-30,Henry C. Silverman,S - Sale,12000.0,31.8,381600.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2025-05-15,Joseph Y. Bae,P - Purchase,8000.0,32.4,259200.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Henry C. Silverman"",
    ""role"": ""Director"",
    ""transaction_type"": ""P - Purchase"",
    ""shares"": 10000,
    ""price_per_share"": 25.50,
   "
APP,2024-11-15,Vivas Eduardo,S - Sale,10000.0,50.25,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vivas Eduardo"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_v"
APP,2024-12-20,Vivas Eduardo,P - Purchase,5000.0,48.75,243750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vivas Eduardo"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_v"
APP,2025-01-10,Vivas Eduardo,S - Sale+OE,7500.0,52.0,390000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vivas Eduardo"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_v"
APP,2025-03-05,Vivas Eduardo,P - Purchase,3000.0,49.5,148500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vivas Eduardo"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_v"
APP,2025-05-22,Vivas Eduardo,S - Sale,12000.0,55.0,660000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Vivas Eduardo"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    ""total_v"
APP,2024-11-15,Harvey Dawson Alyssa,S - Sale,10000.0,50.25,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Harvey Dawson Alyssa"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2024-12-20,Harvey Dawson Alyssa,P - Purchase,5000.0,48.75,243750.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Harvey Dawson Alyssa"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2025-01-10,Harvey Dawson Alyssa,S - Sale+OE,7500.0,52.0,390000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Harvey Dawson Alyssa"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2025-03-05,Harvey Dawson Alyssa,P - Purchase,3000.0,55.5,166500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Harvey Dawson Alyssa"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2025-05-22,Harvey Dawson Alyssa,S - Sale,12000.0,60.0,720000.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Harvey Dawson Alyssa"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"": 50.25,
    """
APP,2024-11-15,Georgiadis Mary Margaret Hastings,S - Sale,10000.0,50.25,502500.0,"```json
[
  {
    ""date"": ""2024-11-15"",
    ""insider_name"": ""Georgiadis Mary Margaret Hastings"",
    ""role"": ""Director"",
    ""transaction_type"": ""S - Sale"",
    ""shares"": 10000,
    ""price_per_share"":"
