ticker,event_date,event_type,alpha,beta
NOW,2024-11-27,S - Sale,0.00041140431869856367,0.9948805356727977
NOW,2024-12-03,S - Sale,0.0004134590015168137,0.9811431367578562
NOW,2025-01-17,S - Sale+OE,0.0010198903468537218,0.9905451635047429
NOW,2025-02-05,S - Sale,0.001008615203514607,0.9484755730207177
NOW,2025-02-11,S - Sale+OE,0.000831168094994037,0.9529773988273134
NOW,2025-02-11,S - Sale,0.000831168094994037,0.9529773988273134
NOW,2025-02-12,S - Sale+OE,0.0007588717569701624,0.9554621185945448
NOW,2025-02-12,S - Sale,0.0007588717569701624,0.9554621185945448
NOW,2025-02-14,S - Sale,0.000960704323870922,0.9567945930691861
NOW,2025-02-14,S - Sale+OE,0.000960704323870922,0.9567945930691861
NOW,2025-02-19,S - Sale+OE,0.0010144205157304955,0.9497889654318354
NOW,2025-02-21,S - Sale,0.0010949722774112756,0.9635238605620668
NOW,2025-02-25,S - Sale,0.000992480401132076,0.9562095806209807
NOW,2025-02-27,S - Sale,0.0013700066867634165,0.912052348132093
NOW,2025-03-03,S - Sale,0.0006886696683402087,0.9237883488501732
NOW,2025-04-17,S - Sale+OE,0.0012719081039337405,0.9293890378305862
NOW,2025-04-29,S - Sale,0.0007376957831792542,0.9338139815457416
NOW,2025-05-09,S - Sale+OE,0.0008369624775665004,1.00534945743822
NOW,2025-05-14,S - Sale+OE,0.0007664003342308855,1.005014718004227
NOW,2025-05-19,S - Sale,0.0005498424646108635,1.0046541031190435
NOW,2025-05-20,S - Sale+OE,0.000581988208720173,1.003282860717233
NOW,2025-05-27,S - Sale,0.0017358717552415194,1.069884306160908
NOW,2025-05-29,S - Sale,0.0016245338176447564,1.0814434089218945
NVDA,2024-11-27,S - Sale,0.0025985689656321982,2.341245859645773
NVDA,2024-12-13,S - Sale,0.00222232649803248,2.3011307516522757
NVDA,2024-12-18,S - Sale,0.002096446529889737,2.3011941686393342
NVDA,2025-01-08,S - Sale,0.0010290433777292705,2.2125169274199465
NVDA,2025-03-12,S - Sale,0.0003551765079500787,2.2224279646974705
NVDA,2025-03-17,S - Sale,0.00012661280960930311,2.2239884455194123
NVDA,2025-03-21,S - Sale,0.0003192560486518698,2.2409987485831597
NVDA,2025-03-25,S - Sale,0.00034128813737989015,2.238803126916931
ORCL,2025-01-24,S - Sale+OE,0.0012581279909620133,0.9880286349687046
ORCL,2025-02-14,P - Purchase,0.0005334369498452161,0.9325669769207412
ORCL,2025-03-21,P - Purchase,0.0010979591827528017,1.1124476723768448
ORCL,2025-04-04,S - Sale,0.0008632716559291683,1.1693572225379483
ORCL,2025-04-15,S - Sale+OE,0.001073459891659279,1.1737224582840096
ORCL,2025-05-06,S - Sale+OE,0.0005130010438907027,1.1191780838552896
ORCL,2025-05-06,S - Sale,0.0005130010438907027,1.1191780838552896
PLTR,2024-11-05,S - Sale,0.0031281864199593523,1.5033481463066278
PLTR,2024-11-07,S - Sale+OE,0.003568077707298747,1.5187524334428693
PLTR,2024-11-07,S - Sale,0.003568077707298747,1.5187524334428693
PLTR,2024-11-12,S - Sale,0.003620584198671988,1.5122553883929297
PLTR,2024-11-15,S - Sale+OE,0.003611782440279945,1.502313007853927
PLTR,2024-11-20,S - Sale+OE,0.0037016329438758354,1.4992383100847446
PLTR,2024-11-22,S - Sale+OE,0.003894054227885067,1.4870970552146443
PLTR,2024-11-22,S - Sale,0.003894054227885067,1.4870970552146443
PLTR,2024-11-27,S - Sale,0.0038810388797625873,1.4827988297500347
PLTR,2024-12-03,S - Sale+OE,0.0038529187615080882,1.5080061137206693
PLTR,2024-12-04,S - Sale,0.00382366048043469,1.5136519685955578
PLTR,2024-12-06,S - Sale,0.004829005465181169,1.6550456582669617
PLTR,2024-12-10,S - Sale,0.005261144438826237,1.6473373790407568
PLTR,2024-12-13,S - Sale+OE,0.005409215000890336,1.6324023498273867
PLTR,2024-12-16,S - Sale+OE,0.005349833043490486,1.6312023499566073
PLTR,2025-01-06,S - Sale+OE,0.004371566027799616,1.4203952087340548
PLTR,2025-01-06,S - Sale,0.004371566027799616,1.4203952087340548
PLTR,2025-01-10,S - Sale,0.004798154447729667,1.4445796257555648
PLTR,2025-02-05,S - Sale,0.0051830382848275965,1.4849731335126042
PLTR,2025-02-06,S - Sale,0.004809501763771313,1.4505101490950256
PLTR,2025-02-13,S - Sale,0.00440877892216796,1.5027744768084639
PLTR,2025-02-24,S - Sale+OE,0.005180246247727002,1.506592563403101
PLTR,2025-02-24,S - Sale,0.005180246247727002,1.506592563403101
PLTR,2025-03-05,S - Sale,0.005783531576968074,1.5185625760613455
PLTR,2025-03-07,S - Sale,0.0066905611380019625,1.6009776541917384
PLTR,2025-03-14,S - Sale+OE,0.007321992129991398,1.6188901395269764
PLTR,2025-03-19,S - Sale+OE,0.0074548577028705175,1.5966643714916384
PLTR,2025-04-02,S - Sale+OE,0.006751476203374642,1.6280009213456599
PLTR,2025-04-03,S - Sale,0.007016788457210127,1.6541487975180096
PLTR,2025-04-07,S - Sale,0.0068301355988035365,1.7237480876999842
PLTR,2025-05-05,S - Sale,0.007740080843679707,1.8050819376164995
PLTR,2025-05-12,P - Purchase,0.007894233145033314,1.7082346473931493
PLTR,2025-05-22,S - Sale+OE,0.008199762293494178,1.7088016361819622
PLTR,2025-05-22,S - Sale,0.008199762293494178,1.7088016361819622
PYPL,2025-02-28,S - Sale,0.0011219046442639705,0.5922689819976134
TSLA,2024-11-04,S - Sale+OE,-0.0011219660588845182,1.6402125307738058
TSLA,2024-11-05,S - Sale+OE,-0.001263461538182121,1.6459580107902332
TSLA,2024-11-13,S - Sale+OE,-0.0017193904029924796,1.6041945604489296
TSLA,2024-11-19,S - Sale+OE,-0.0018521153165302678,1.6114003416982745
TSLA,2024-12-04,S - Sale+OE,-0.000133940091482169,1.686708541997483
TSLA,2024-12-06,S - Sale+OE,0.00042378689670138133,1.7976402980738073
TSLA,2024-12-09,S - Sale+OE,0.0004952235393392221,1.799625929869615
TSLA,2025-01-08,S - Sale+OE,0.002113476791297321,1.8608521597623644
TSLA,2025-02-05,S - Sale+OE,0.003184585239843182,1.991912208679897
TSLA,2025-02-10,S - Sale,0.0032429105562625095,1.987910491204445
TSLA,2025-03-05,S - Sale+OE,0.0032390062808443218,1.9587287915096903
TSLA,2025-03-06,S - Sale+OE,0.0031576435317873554,1.9593351980461553
TSLA,2025-03-12,S - Sale+OE,0.002913784902898566,1.9804729100278562
TSLA,2025-04-09,S - Sale+OE,0.0014059370703970596,2.1660895802441287
TSLA,2025-04-28,P - Purchase,0.0025069834833001724,2.271028453967452
TSLA,2025-05-01,S - Sale+OE,0.0029636119658340196,2.2690702649328394
TSLA,2025-05-05,S - Sale+OE,0.00353584469916818,2.154445777931695
TSLA,2025-05-08,S - Sale+OE,0.0033837823063024757,2.1246838264109003
TSLA,2025-05-13,S - Sale+OE,0.002926491620334087,2.0284245179764886
TSLA,2025-05-20,S - Sale+OE,0.0020217162365398778,2.005730673391361
TSLA,2025-05-29,S - Sale+OE,0.002242245558470594,1.9892647223350837
TXN,2024-11-08,S - Sale+OE,0.00016789806734888448,0.9524397261111196
TXN,2024-11-08,S - Sale,0.00016789806734888448,0.9524397261111196
TXN,2024-11-13,S - Sale+OE,1.2127113509465296e-05,0.9683304368087833
TXN,2024-11-26,S - Sale+OE,0.0002762535602165786,0.9366081446691394
TXN,2025-02-05,S - Sale,-5.262198246767209e-05,0.9450741210775466
TXN,2025-02-19,S - Sale,-7.359584754333508e-05,0.9305333320413074
TXN,2025-02-20,S - Sale+OE,-2.1203651494816232e-05,0.932276586398209
TXN,2025-02-25,S - Sale+OE,-0.00031358161344544587,0.955673000079212
TXN,2025-02-27,S - Sale+OE,-0.0003188678082204394,0.8730510669688493
TXN,2025-03-03,S - Sale+OE,-9.227484486715436e-05,0.8658473622317617
VZ,2025-01-29,S - Sale,0.00046987052167603044,-0.15301877062600244
VZ,2025-01-30,S - Sale,0.00043852682194021533,-0.1503024842303966
VZ,2025-01-31,S - Sale,0.00044961626265950354,-0.14733372085566382
VZ,2025-02-05,S - Sale,0.000518928466509631,-0.1554810015371745
VZ,2025-02-06,S - Sale,0.00042804121960385695,-0.1638831610544243
VZ,2025-02-27,S - Sale,0.0004964443908973177,-0.1684120309079901
VZ,2025-04-24,S - Sale,0.0006895735611454313,-0.24107774671288473
VZ,2025-04-25,S - Sale+OE,0.0007496013148185785,-0.24737077315678457
VZ,2025-05-01,S - Sale,0.0010131939364230527,-0.23744672750966214
VZ,2025-05-08,S - Sale,0.0004981194287148863,-0.13960496476406004
VZ,2025-05-09,S - Sale+OE,0.0006712549174260563,-0.06753320662573883
