ticker,earnings_date,eps_estimate,reported_eps,surprise_pct
MSFT,2021-01-26 16:00:00,1.64,2.03,23.99
MSFT,2020-10-27 16:00:00,1.55,1.82,17.72
MSFT,2020-07-22 16:00:00,1.37,1.46,6.42
MSFT,2020-04-29 16:00:00,1.27,1.4,10.3
MU,2025-12-17 16:00:00,3.96,4.78,20.71
MU,2025-09-23 16:00:00,2.69,2.83,5.39
MU,2025-06-25 16:00:00,1.59,1.91,19.75
MU,2025-03-20 16:00:00,1.42,1.56,9.49
MU,2024-12-18 16:00:00,1.77,1.79,1.36
MU,2024-09-25 16:00:00,1.11,1.18,5.88
MU,2024-06-26 16:00:00,0.53,0.62,17.27
MU,2024-03-20 16:00:00,-0.24,0.42,273.75
MU,2023-12-20 16:00:00,-1.01,-0.95,5.85
MU,2023-09-27 16:00:00,-1.18,-1.07,9.27
MU,2023-06-28 16:00:00,-1.57,-1.43,8.74
MU,2023-03-28 16:00:00,-0.88,-1.91,-115.83
MU,2022-12-21 16:00:00,-0.02,-0.04,-114.02
MU,2022-09-29 16:00:00,1.37,1.45,5.82
MU,2022-06-30 16:00:00,2.44,2.59,5.96
MU,2022-03-29 16:00:00,1.98,2.14,8.07
MU,2021-12-20 16:00:00,2.11,2.16,2.58
MU,2021-09-28 16:00:00,2.34,2.42,3.35
MU,2021-06-30 16:00:00,1.72,1.88,9.15
MU,2021-03-31 16:00:00,0.95,0.98,3.68
MU,2021-01-07 16:00:00,0.69,0.78,12.96
MU,2020-09-29 16:00:00,0.97,1.08,10.9
MU,2020-06-29 16:00:00,0.76,0.82,7.45
MU,2020-03-25 16:00:00,0.37,0.45,21.41
NOW,2026-01-28 16:00:00,0.89,0.92,3.95
NOW,2025-10-29 16:00:00,0.85,0.96,13.0
NOW,2025-07-23 16:00:00,0.71,0.82,14.63
NOW,2025-04-23 16:00:00,0.77,0.81,5.36
NOW,2025-01-29 16:00:00,0.73,0.73,0.2
NOW,2024-10-23 16:00:00,0.69,0.74,7.78
NOW,2024-07-24 16:00:00,0.57,0.63,10.44
NOW,2024-04-24 16:00:00,0.63,0.68,8.87
NOW,2024-01-24 16:00:00,0.56,0.62,11.94
NOW,2023-10-25 16:00:00,0.51,0.58,14.55
NOW,2023-07-26 16:00:00,0.41,0.47,15.81
NOW,2023-04-26 16:00:00,0.41,0.47,16.36
NOW,2023-01-25 16:00:00,0.4,0.46,12.62
NOW,2022-10-26 16:00:00,0.37,0.39,6.14
NOW,2022-07-27 16:00:00,0.31,0.32,4.46
NOW,2022-04-27 16:00:00,0.34,0.35,2.03
NOW,2022-01-26 16:00:00,0.29,0.29,2.12
NOW,2021-10-27 16:00:00,0.28,0.31,11.55
NOW,2021-07-28 16:00:00,0.24,0.28,17.53
NOW,2021-04-28 16:00:00,0.27,0.3,12.85
NOW,2021-01-27 16:00:00,0.21,0.23,10.6
NOW,2020-10-28 16:00:00,0.21,0.24,17.41
NOW,2020-07-29 16:00:00,0.2,0.25,20.85
NOW,2020-04-29 17:00:00,0.19,0.21,10.21
NVDA,2026-02-25 16:00:00,1.54,1.62,5.32
NVDA,2025-11-19 16:00:00,1.26,1.3,3.46
NVDA,2025-08-27 16:00:00,1.01,1.05,4.1
NVDA,2025-05-28 16:00:00,0.81,0.76,-5.9
NVDA,2025-02-26 16:00:00,0.85,0.89,5.25
NVDA,2024-11-20 16:00:00,0.75,0.81,8.52
NVDA,2024-08-28 16:00:00,0.64,0.68,5.66
NVDA,2024-05-22 16:00:00,0.56,0.61,9.74
NVDA,2024-02-21 16:00:00,0.46,0.52,11.4
NVDA,2023-11-21 16:00:00,0.34,0.4,18.73
NVDA,2023-08-23 16:00:00,0.21,0.27,29.35
NVDA,2023-05-24 16:00:00,0.09,0.11,18.8
NVDA,2023-02-22 16:00:00,0.08,0.09,9.45
NVDA,2022-11-16 16:00:00,0.07,0.06,-17.32
NVDA,2022-08-24 16:00:00,0.05,0.05,-1.49
NVDA,2022-05-25 16:00:00,0.13,0.14,4.86
NVDA,2022-02-16 16:00:00,0.12,0.13,7.97
NVDA,2021-11-17 16:00:00,0.11,0.12,5.81
NVDA,2021-08-18 16:00:00,0.1,0.1,2.26
NVDA,2021-05-26 16:00:00,0.08,0.09,11.44
NVDA,2021-02-24 16:00:00,0.07,0.08,10.37
NVDA,2020-11-18 16:00:00,0.06,0.07,14.21
NVDA,2020-08-19 16:00:00,0.05,0.05,10.66
NVDA,2020-05-21 16:00:00,0.04,0.05,6.86
ORCL,2026-03-10 16:00:00,1.23,1.27,3.36
ORCL,2025-12-10 16:00:00,1.64,2.26,38.04
ORCL,2025-09-09 16:00:00,1.05,1.01,-3.74
ORCL,2025-06-11 16:00:00,1.64,1.7,3.37
ORCL,2025-03-10 16:00:00,1.49,1.47,-1.35
ORCL,2024-12-09 16:00:00,1.48,1.47,-0.77
ORCL,2024-09-09 16:00:00,1.33,1.39,4.29
ORCL,2024-06-11 16:00:00,1.65,1.63,-1.14
ORCL,2024-03-11 16:00:00,1.38,1.41,2.47
ORCL,2023-12-11 16:00:00,1.33,1.34,0.95
ORCL,2023-09-11 16:00:00,1.15,1.19,3.46
ORCL,2023-06-12 16:00:00,1.58,1.67,5.56
ORCL,2023-03-09 16:00:00,1.2,1.22,1.44
ORCL,2022-12-12 16:00:00,1.17,1.21,3.15
ORCL,2022-09-12 16:00:00,1.08,1.03,-4.22
ORCL,2022-06-13 16:00:00,1.38,1.54,11.95
ORCL,2022-03-10 16:00:00,1.18,1.13,-4.02
ORCL,2021-12-09 16:00:00,1.11,1.21,8.53
ORCL,2021-09-13 16:00:00,0.97,1.03,6.4
ORCL,2021-06-15 16:00:00,1.33,1.54,15.62
ORCL,2021-03-10 16:00:00,1.11,1.16,4.54
ORCL,2020-12-10 16:00:00,1.0,1.06,6.13
ORCL,2020-09-10 16:00:00,0.86,0.93,7.77
ORCL,2020-06-16 16:00:00,1.15,1.2,4.16
PLTR,2026-02-02 16:00:00,0.23,0.25,8.6
PLTR,2025-11-03 16:00:00,0.17,0.21,25.46
PLTR,2025-08-04 16:00:00,0.14,0.16,15.57
PLTR,2025-05-05 16:00:00,0.13,0.13,1.11
PLTR,2025-02-03 16:00:00,0.11,0.14,23.72
PLTR,2024-11-04 16:00:00,0.04,0.06,42.21
PLTR,2024-08-05 16:00:00,0.08,0.09,10.55
PLTR,2024-05-06 16:00:00,0.08,0.08,4.1
PLTR,2024-02-05 16:00:00,0.08,0.08,5.39
PLTR,2023-11-02 07:00:00,0.06,0.07,25.07
PLTR,2023-08-07 16:00:00,0.05,0.05,-0.79
PLTR,2023-05-08 16:00:00,0.04,0.05,25.03
PLTR,2023-02-13 16:00:00,0.03,0.04,49.48
PLTR,2022-11-07 07:00:00,0.02,0.01,-38.61
PLTR,2022-08-08 07:00:00,0.03,-0.01,-131.7
PLTR,2022-05-09 07:00:00,0.04,0.02,-45.37
PLTR,2022-02-17 06:00:00,0.04,0.02,-44.09
PLTR,2021-11-09 07:00:00,0.04,0.04,10.16
PLTR,2021-08-12 07:00:00,0.03,0.04,16.01
PLTR,2021-05-11 07:00:00,0.04,0.04,7.87
PLTR,2021-02-16 07:00:00,0.02,0.06,128.04
PLTR,2020-11-12 16:00:00,0.03,0.06,145.25
PYPL,2026-02-03 07:00:00,1.29,1.23,-4.4
PYPL,2025-10-28 07:00:00,1.21,1.34,11.14
PYPL,2025-07-29 07:00:00,1.3,1.4,8.0
PYPL,2025-04-29 07:00:00,1.16,1.33,14.53
PYPL,2025-02-04 07:00:00,1.12,1.19,5.96
PYPL,2024-10-29 07:00:00,1.07,1.2,12.16
PYPL,2024-07-30 07:00:00,0.99,1.19,20.63
PYPL,2024-04-30 07:00:00,1.22,1.08,-11.42
PYPL,2024-02-07 16:00:00,1.36,1.48,8.65
PYPL,2023-11-01 16:00:00,1.23,1.3,5.78
PYPL,2023-08-02 16:00:00,1.16,1.16,-0.29
PYPL,2023-05-08 16:00:00,1.1,1.17,6.4
PYPL,2023-02-09 16:00:00,1.2,1.24,3.38
PYPL,2022-11-03 17:00:00,0.96,1.08,12.46
PYPL,2022-08-02 16:00:00,0.87,0.93,6.68
PYPL,2022-04-27 16:00:00,0.88,0.88,0.26
PYPL,2022-02-01 16:00:00,1.12,1.11,-1.04
PYPL,2021-11-08 16:00:00,1.08,1.11,3.12
PYPL,2021-07-28 16:00:00,1.12,1.15,2.31
PYPL,2021-05-05 16:00:00,1.02,1.22,19.99
PYPL,2021-02-03 16:00:00,1.0,1.08,8.33
PYPL,2020-11-02 16:00:00,0.94,1.07,13.49
PYPL,2020-07-29 16:00:00,0.87,1.07,22.53
PYPL,2020-05-06 16:00:00,0.75,0.66,-11.56
TSLA,2026-01-28 16:00:00,0.45,0.5,10.96
TSLA,2025-10-22 16:00:00,0.44,0.39,-12.16
TSLA,2025-07-23 16:00:00,0.3,0.33,10.49
TSLA,2025-04-22 16:00:00,0.41,0.27,-34.89
TSLA,2025-01-29 16:00:00,0.77,0.73,-4.83
TSLA,2024-10-23 16:00:00,0.6,0.72,20.49
TSLA,2024-07-23 20:00:00,0.62,0.52,-16.15
TSLA,2024-04-23 16:00:00,0.49,0.45,-8.14
TSLA,2024-01-24 16:00:00,0.74,0.71,-4.1
TSLA,2023-10-18 16:00:00,0.73,0.66,-9.81
TSLA,2023-07-19 16:00:00,0.82,0.91,11.12
TSLA,2023-04-19 16:00:00,0.85,0.85,-0.43
TSLA,2023-01-25 16:00:00,1.11,1.19,7.2
TSLA,2022-10-19 17:00:00,1.0,1.05,5.23
TSLA,2022-07-20 17:00:00,0.6,0.76,26.89
TSLA,2022-04-20 16:00:00,0.75,1.07,42.31
TSLA,2022-01-26 16:00:00,0.79,0.85,6.88
TSLA,2021-10-20 15:00:00,0.54,0.62,15.22
TSLA,2021-07-26 16:00:00,0.32,0.48,49.86
TSLA,2021-04-26 16:00:00,0.26,0.31,19.42
TSLA,2021-01-27 16:00:00,0.35,0.27,-23.91
TSLA,2020-10-21 18:00:00,0.2,0.25,25.78
TSLA,2020-07-22 16:00:00,-0.01,0.15,1460.77
TSLA,2020-04-29 12:00:00,-0.01,0.08,650.29
TXN,2026-01-27 16:00:00,1.28,1.31,2.46
TXN,2025-10-21 16:00:00,1.49,1.57,5.81
TXN,2025-07-22 16:00:00,1.37,1.41,3.2
TXN,2025-04-23 16:00:00,1.1,1.28,16.76
TXN,2025-01-23 16:00:00,1.23,1.3,5.51
TXN,2024-10-22 16:00:00,1.37,1.47,7.08
TXN,2024-07-23 16:00:00,1.19,1.17,-1.48
TXN,2024-04-23 16:00:00,1.08,1.22,13.13
TXN,2024-01-23 16:00:00,1.49,1.46,-2.1
TXN,2023-10-24 16:00:00,1.84,1.85,0.33
TXN,2023-07-25 16:00:00,1.76,1.87,6.06
TXN,2023-04-25 16:00:00,1.8,1.85,2.51
TXN,2023-01-24 16:00:00,2.03,2.19,7.92
TXN,2022-10-25 16:00:00,2.42,2.56,5.58
TXN,2022-07-26 16:00:00,2.15,2.52,17.26
TXN,2022-04-26 16:00:00,2.19,2.42,10.44
TXN,2022-01-25 16:00:00,1.96,2.33,18.97
TXN,2021-10-26 16:00:00,2.09,2.12,1.61
TXN,2021-07-21 16:00:00,1.85,2.1,13.62
TXN,2021-04-27 16:00:00,1.61,1.92,19.45
TXN,2021-01-26 16:00:00,1.34,1.86,38.01
TXN,2020-10-20 16:00:00,1.29,1.5,16.41
TXN,2020-07-21 16:00:00,0.92,1.57,71.15
TXN,2020-04-21 17:00:00,1.02,1.3,27.62
VZ,2026-01-30 06:00:00,1.06,1.09,3.28
VZ,2025-10-29 06:00:00,1.19,1.21,1.53
VZ,2025-07-21 06:00:00,1.19,1.22,2.59
VZ,2025-04-22 06:00:00,1.13,1.15,1.7
VZ,2025-01-24 06:00:00,1.05,1.18,11.95
VZ,2024-10-22 07:00:00,1.18,1.19,0.71
VZ,2024-07-22 07:00:00,1.15,1.15,
VZ,2024-04-22 07:00:00,1.12,1.15,2.56
VZ,2024-01-23 07:00:00,1.08,1.08,-0.15
VZ,2023-10-24 07:00:00,1.18,1.22,3.55
VZ,2023-07-25 07:00:00,1.17,1.21,3.77
VZ,2023-04-25 06:00:00,1.19,1.2,0.56
VZ,2023-01-24 07:00:00,1.19,1.19,0.26
VZ,2022-10-21 07:00:00,1.29,1.32,2.53
VZ,2022-07-22 07:00:00,1.33,1.31,-1.13
VZ,2022-04-22 07:00:00,1.32,1.35,2.05
VZ,2022-01-25 07:00:00,1.28,1.31,2.18
VZ,2021-10-20 07:00:00,1.36,1.41,3.64
VZ,2021-07-21 07:00:00,1.3,1.37,5.47
VZ,2021-04-21 07:00:00,1.29,1.31,1.62
VZ,2021-01-26 07:00:00,1.17,1.21,3.3
VZ,2020-10-21 07:00:00,1.21,1.25,2.9
VZ,2020-07-24 07:00:00,1.15,1.18,2.8
VZ,2020-04-24 08:00:00,1.22,1.26,2.99
